Country,State,Year,Month,Calendar Day,City,Quality Of Air,"Index Value Of Air (UOM:Number), Scaling Factor:1"
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Jammu,Moderate,171.17220050858086671750
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Pulwama,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Barajamda,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Dhanbad,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Jamshedpur,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Jharia,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Ranchi,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Saraikela,,
India,Karnataka,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Belgaum,,
India,Karnataka,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Chitradurga,,
India,Karnataka,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Mandya,,
India,Karnataka,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Tumkuru,,
India,Kerala,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Alappuzha,Satisfactory,53
India,Kerala,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Kottayam,Good,41
India,Kerala,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Mallappuram,Good,31
India,Kerala,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Palakkad,Satisfactory,74
India,Kerala,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Pathanamthitta,Good,34
India,Kerala,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Wayanad,Good,20
India,Ladakh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Jammu,Moderate,3.82779949141913328250
India,Ladakh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Pulwama,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Amlai,Satisfactory,72
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Chindwara,Satisfactory,85
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Nagda,Satisfactory,51
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Akola,Satisfactory,67
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Ambernath,Satisfactory,62
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Amravati,Satisfactory,71
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Badlapur,,
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Bhiwandi,Satisfactory,68
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Jalgaon,Satisfactory,59
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Jalna,Satisfactory,95
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Kolhapur,Good,44
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Latur,Satisfactory,70
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Pimpri-Chinchwad,Moderate,136
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Sangli,Moderate,138
India,Maharashtra,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Ulhas Nagar,,
India,Manipur,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Imphal,Moderate,200
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Byrnihat,Moderate,131
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Dawki,Good,33
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Khlihriat,Good,40
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Nongstoin,Good,36
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Tura,Good,43
India,Meghalaya,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Umaim,Satisfactory,92
India,Mizoram,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Champhai,Good,32
India,Mizoram,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Kolasib,Good,21
India,Nagaland,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Dimapur,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Angul,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Balasore,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Berhampur,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Bhubaneshwar,Moderate,103
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Cuttack,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Jharsuguda,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Kalinga Nagar,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Konark,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Paradeep,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Puri,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Rayagada,,
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Rourkela,Moderate,119
India,Odisha,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Sambalpur,Good,37
India,Puducherry,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Karaikal,,
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Aspal Khurd (Tapa),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Bara Pind (Goraya),Satisfactory,98
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Changal (Sangrur),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Dera Bassi,Satisfactory,100
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Fatehpur (Samana),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Jaito Sarja (Batala),Satisfactory,98
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Kharaori (Sirhind),Moderate,113
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Mureedke (Batala),Moderate,105
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Naudhrani (Malerkotla),,
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Peer Mohammad,,
India,Punjab,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Rakhra (Patiala),,
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Bharatpur,Poor,244
India,Rajasthan,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Chittorgargh,Moderate,125
India,Sikkim,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Chungthang,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Gangtok,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Mangan,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Namchi,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Pelling,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Rangpo,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Ravangla,,
India,Sikkim,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Singtam,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Cuddalore,Satisfactory,57
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Madurai,Satisfactory,55
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Mettur,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Salem,Good,32
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Trichy,Satisfactory,70
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Karimnagar,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Khammam,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Kothur,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Nalgonda,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Nizamabad,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Patencheru,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Ramagundum,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Sangareddy,,
India,Telangana,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Warangal,,
India,Tripura,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Agartala,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Anpara,Moderate,179
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Bareily,VeryPoor,353
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Firozabad,Poor,242
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Gajroula,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Gorakhpur,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Jhansi,Moderate,144
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Khurja,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Mathura,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Raibareli,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Saharanpur,,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Unnao,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Dehradun,Moderate,135
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Haldwani,Moderate,116
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Kashipur,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Rishikesh,,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Rudrapur,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Amtala,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Baharampur,Satisfactory,77
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Balurghat,Moderate,143
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Bankura,Satisfactory,88
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Barasat,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Bardhaman,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Barrckpore,Moderate,107
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Baruipur,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Bolpur,Satisfactory,86
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Chinsura,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Coochbihar,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Dankuni,Satisfactory,74
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Darjeeling,Satisfactory,65
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Ghatal,Moderate,143
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Jalpaiguri,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Kalyani,Satisfactory,82
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Kharagpur,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Krishnanagar,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Malda,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Medinipur,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Purulia,Satisfactory,86
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Raigunj,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Rampurhat,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Ranaghat,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Raniganj,Moderate,114
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Rishra,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Sankrail,Moderate,141
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Suri,Satisfactory,88
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Tamluk,,
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Tribeni,Satisfactory,77
India,West Bengal,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-30,Uluberia,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Anatapur,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Chittor,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Eluru,Satisfactory,54
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Guntur,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Kadapa,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Kakinada,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Kurnool,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Nellore,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Ongole,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Srikakulam,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Vizianagaram,Satisfactory,71
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Itanagar,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Bongaigaon,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Daranga,Good,37
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Dibrugarh,Good,32
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Golaghat,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Magherita,Good,21
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Nagaon,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Nalbari,Satisfactory,87
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,North Lakhimpur,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Silcher,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Sivasagar,Satisfactory,69
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Tezpur,,
India,Assam,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Tinsukia,Good,37
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Bilaspur,Satisfactory,57
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Durg-Bhillainagar,Satisfactory,60
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Korba,Satisfactory,63
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Raigarh,Satisfactory,74
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Raipur,Satisfactory,75
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Amona,Satisfactory,70
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Assanora,Satisfactory,58
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Bicholim,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Codli,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Cuncolim,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Honda,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Kundaim,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Mapusa,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Margao,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Marmagao,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Panaji,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Ponda,Satisfactory,84
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Sanguem,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Tilamol,Satisfactory,86
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Tuem,,
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Usgao-Pale,Satisfactory,82
India,Goa,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Vasco,,
India,Gujarat,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Jamnagar,,
India,Gujarat,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Rajkot,,
India,Gujarat,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Surat,,
India,Gujarat,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Vadodara,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Baddi,Moderate,146
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Damtal,Moderate,147
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Dharamshala,Satisfactory,59
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Kala Amb,Satisfactory,60
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Manali,Good,22
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Nalagarh,Moderate,113
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Parwanoo,Good,48
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Poanta Sahib,Satisfactory,98
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Shimla,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Sunder Nagar,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Una,Satisfactory,59
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Vashisht,,
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Jammu,Moderate,194.64724514975767129590
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Pulwama,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Barajamda,,
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Dhanbad,Poor,245
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Jamshedpur,Moderate,133
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Jharia,VeryPoor,381
India,Jharkhand,"Calendar Year (Jan - Dec), 2020","December, 2020",2020-12-29,Ranchi,Moderate,103
